UniProtKB/Swiss-Prot ID	Gene name	Gene stable ID
P38810	SFB3	YHR098C
P39710		YAL066W
P30902	ATP7	YKL016C
P34072	MKS1	YNL076W
P38131	KTR4	YBR199W
Q03433	VPS71	YML041C
P42943	CCT7	YJL111W
P15938	PRP16	YKR086W
P50095	IMD3	YLR432W
Q03935	YAP6	YDR259C
P40527	NEO1	YIL048W
P38270	ATG14	YBR128C
P38109		YBR139W
P13181	GAL2	YLR081W
P32288	GLN1	YPR035W
Q04951	SCW10	YMR305C
P40165	NNR1	YNL200C
P53332	CAB4	YGR277C
P53881	MRPL22	YNL177C
P53940	APJ1	YNL077W
O13537		YHR145C
Q08548	ALE1	YOR175C
Q12284	ERV2	YPR037C
Q06625	GDB1	YPR184W
Q03020	ISU1	YPL135W
P21560	CBP3	YPL215W
Q8TGS4		YMR315W-A
Q05029	BCH1	YMR237W
P48566	MSB3	YNL293W
P23643	VPS3	YDR495C
P15891	ABP1	YCR088W
P33421	SDH3	YKL141W
Q12064	BUD30	YDL151C
Q06333	CNL1	YDR357C
P01120	RAS2	YNL098C
P06838	RAD10	YML095C
P21672	RNR3	YIL066C
Q06245	SEC10	YLR166C
Q06349	DXO1	YDR370C
P38186		YBL070C
P35723	YET1	YKL065C
P38079	YRO2	YBR054W
P25335	DAL2	YIR029W
P09457	ATP5	YDR298C
P25360	PHO87	YCR037C
P50086	NAS6	YGR232W
Q3E7Z3		YIR018C-A
P0C268		YBL039W-B
Q04364	PEX9	YMR018W
P33204	ARC19	YKL013C
P50076	DIE2	YGR227W
P25846	MSH1	YHR120W
P87284	PMP3	YDR276C
P15992	HSP26	YBR072W
P47001	CIS3	YJL158C
P32860	NFU1	YKL040C
Q02969	PEX25	YPL112C
Q01976	YSA1	YBR111C
P31385	DEP1	YAL013W
P0CL30		YER190C-A
P0CL31		YER190C-A
P0CL27		YER190C-A
P0CL29		YER190C-A
P0CL28		YER190C-A
Q03824	INP2	YMR163C
P0C5M4		YDL185C-A
P30777	GPI10	YGL142C
P40495	LYS12	YIL094C
P38737	ECM29	YHL030W
P0CL37		YDR545C-A
P34161	YOX1	YML027W
P39522	ILV3	YJR016C
P40342	SWM2	YNR004W
P30775	MRF1	YGL143C
P53953	SFB2	YNL049C
P25644	PAT1	YCR077C
Q12749	SMC6	YLR383W
O13571		YPR146C
P10834	PET54	YGR222W
P0CD99	MPH2	YDL247W
Q12466	TCB1	YOR086C
P53179	RIM8	YGL045W
O13584	VPS69	YPR087W
P35195	ECM15	YBL001C
P04807	HXK2	YGL253W
P40487	DPH1	YIL103W
P33550	KTR2	YKR061W
P28319	CWP1	YKL096W
Q04182	PDR15	YDR406W
A0A023PZE2		YAL047W-A
P53629	ARE2	YNR019W
Q08646	SSP2	YOR242C
P35127	YUH1	YJR099W
P53320	MTM1	YGR257C
Q05610	DON1	YDR273W
P28584	TRK2	YKR050W
P87281		YDR269C
P33332	SEC3	YER008C
P61830	HHT2	YNL031C
Q04120	TSA2	YDR453C
P07267	PEP4	YPL154C
P08466	NUC1	YJL208C
Q12493	NKP1	YDR383C
Q99312	ISN1	YOR155C
P43569	CAF16	YFL028C
P53127	SNT2	YGL131C
P47049	UBX6	YJL048C
P16661	ALG1	YBR110W
P39538	UBP12	YJL197W
Q12674	DNF3	YMR162C
Q07980	MLH2	YLR035C
P39969	BOI2	YER114C
P32839	BCS1	YDR375C
Q03799	MRPS8	YMR158W
Q8TGS2		YOL019W-A
Q03649	MGL2	YMR210W
P40022		YER034W
Q08193	GAS5	YOL030W
Q3E7Y5		YBL111C
P53240		YGR064W
P47123	MOG1	YJR074W
P40001		YEL008W
I2HB70		YMR316C-A
P53975		YNL019C
P40155	PEX17	YNL214W
P53324	SAY1	YGR263C
P39936	TIF4632	YGL049C
P06169	PDC1	YLR044C
P40012	HEM14	YER014W
P54885	PRO2	YOR323C
Q12518	ENT1	YDL161W
O13519		YPL136W
P32191	GUT2	YIL155C
Q04013	YHM2	YMR241W
P33399	LHP1	YDL051W
P40087	DDI1	YER143W
P38197		YBL036C
P25343	RVS161	YCR009C
P16862	PFK2	YMR205C
P11745	RNA1	YMR235C
P40455		YIL152W
P43551		YFL052W
P38962	TVP23	YDR084C
P39678	MBP1	YDL056W
P00427	COX6	YHR051W
Q06835	RDS3	YPR094W
P38834		YHR130C
P32835	GSP1	YLR293C
P0CX95		YGR296C-B
P0CX96		YGR296C-B
P0CX98		YGR296C-B
P0CX94		YGR296C-B
P0CX97		YGR296C-B
Q8TGM1		YLR399W-A
P32900	SKG6	YHR149C
Q05775	HCR1	YLR192C
Q08119	ESC8	YOL017W
Q3E828		YJL127C-B
P23776	EXG1	YLR300W
P38173		YBL094C
P38833		YHR127W
Q02630	NUP116	YMR047C
P41318	LST8	YNL006W
Q3E7B0		YER053C-A
P38880	MDM31	YHR194W
Q01919	KIN4	YOR233W
P23254	TKL1	YPR074C
A0A023PYC6		YAL016C-A
P53730	ALG12	YNR030W
Q05510		YDR344C
Q06677	SWA2	YDR320C
P43634	CHA4	YLR098C
Q02786	LCL1	YPL056C
P05739	RPL6B	YLR448W
Q12748	CTF3	YLR381W
P53090	ARO8	YGL202W
Q04924	GTB1	YDR221W
Q03496	TRM732	YMR259C
Q3E766		YMR175W-A
Q8TGT4		YHR213W-A
P53961	GPI15	YNL038W
P23797	GPI12	YMR281W
P25346	GIT1	YCR098C
Q12281		YDL032W
Q3E740		YGL258W-A
P06781	RHO2	YNL090W
Q08205		YOL037C
P39943	MIG3	YER028C
P35996	MRPL38	YKL170W
P36139	PET10	YKR046C
Q3E7Z4		YIL046W-A
P38073	EDS1	YBR033W
O13541		YLR280C
P38426	TPS3	YMR261C
Q8TGT5		YHR032C-A
P17890	RPC31	YNL151C
P0CX35	RPS4B	YHR203C
P0CX36	RPS4B	YHR203C
P38184		YBL073W
Q04121	NHX1	YDR456W
Q12069	PUS9	YDL036C
P39101	CAJ1	YER048C
P22515	UBA1	YKL210W
Q12328	TIM22	YDL217C
P38256		YBR096W
P29340	PEX4	YGR133W
P40030	ERG28	YER044C
P53850	RTC4	YNL254C
Q3E823	COA2	YPL189C-A
Q8TGQ1		YCR047W-A
P32943	CLB6	YGR109C
Q05471	SWR1	YDR334W
P38860	MTG2	YHR168W
Q3E7Y3	RPS22B	YLR367W
Q12416	WHI5	YOR083W
P38190		YBL053W
Q08096	RCL1	YOL010W
Q8TGN2		YJL020W-A
P29468	PAP1	YKR002W
Q06819	DIB1	YPR082C
P31787	ACB1	YGR037C
O13539	THP2	YHR167W
P39711		YAL064W
P00045	CYC7	YEL039C
P50112	KNH1	YDL049C
P35842	PHO11	YAR071W
Q06505	SPN1	YPR133C
P19807	HNM1	YGL077C
P40345	LRO1	YNR008W
Q12108	RTC5	YOR118W
P25502	PUT3	YKL015W
P53265		YGR111W
Q03067	SGF11	YPL047W
P38222	RKM3	YBR030W
P47033	PRY3	YJL078C
P04819	CDC9	YDL164C
P40559	INP51	YIL002C
P53734	DBP6	YNR038W
Q06704	IMH1	YLR309C
P38778	SMF2	YHR050W
P09436	ILS1	YBL076C
Q04370	PEX12	YMR026C
Q05902	ECM38	YLR299W
Q05947	UCC1	YLR224W
P53209		YGR016W
A0A023PZK4		YIR030W-A
P05748	RPL15A	YLR029C
P40035	PIC2	YER053C
P53313	SDA1	YGR245C
P21264	ADE2	YOR128C
A0A023PYH8		YIL047C-A
Q12359	ATO3	YDR384C
A0A023PXH9		YDR149C
P27692	SPT5	YML010W
Q12383	TRM13	YOL125W
P22579	SIN3	YOL004W
P38970	HAL5	YJL165C
Q05934	VID22	YLR373C
Q12675	DNF2	YDR093W
Q12447	PAA1	YDR071C
P38145	RIB5	YBR256C
P28627	IMP1	YMR150C
P38716		YHR112C
Q8TGL7		YNR003W-A
Q02831		YPL077C
Q08550	MPC54	YOR177C
P0C5R5		YPR016W-A
P40453	UBP7	YIL156W
Q12104	SWT1	YOR166C
P39078	CCT4	YDL143W
Q12094	TSR3	YOR006C
Q99332	FRT1	YOR324C
P33201	MRT4	YKL009W
P35184	SQT1	YIR012W
P53051	IMA1	YGR287C
Q12325	SUL2	YLR092W
P21965	MCK1	YNL307C
P49334	TOM22	YNL131W
Q3E731	COX19	YLL018C-A
Q12335	PST2	YDR032C
P34252	SLD2	YKL108W
Q08984	PBI1	YPL272C
P54730	UBX4	YMR067C
P35209	SPT21	YMR179W
P53843	IST1	YNL265C
Q08172		YOL024W
P39875	EXO1	YOR033C
P48525	MSE1	YOL033W
Q04216	DLT1	YMR126C
Q08229	NBA1	YOL070C
P04051	RPO31	YOR116C
A0A023PZM3		YPR050C
P53064	RTF1	YGL244W
P53171	GEP7	YGL057C
P38374	YSY6	YBR162W-A
P53883	NOP13	YNL175C
P53958	BOP3	YNL042W
P40480	HOS4	YIL112W
Q12156	AIM7	YDR063W
P32607	RTG1	YOL067C
Q99216	PNO1	YOR145C
P10963	PCK1	YKR097W
P38183		YBL077W
Q12055	FAP7	YDL166C
Q12133	SPC3	YLR066W
P04037	COX4	YGL187C
P38283	SLI15	YBR156C
P38209		YBL012C
O14468	BIL1	YOR304C-A
Q3E7B3		YPR108W-A
Q08579	THI72	YOR192C
P06778	RAD52	YML032C
P53972	RCM1	YNL022C
Q02217		YEL034C-A
P47154	STE24	YJR117W
Q3E821		YBL008W-A
P38157	MAL33	YBR297W
Q2V2P1		YLR146W-A
P39960	BEM2	YER155C
P40542		YIL025C
Q03730		YML018C
P38764	RPN1	YHR027C
P25301	RAD57	YDR004W
P53949	OCA2	YNL056W
P49723	RNR4	YGR180C
Q04545	TDA9	YML081W
P23615	SPT6	YGR116W
P47976	CTH1	YDR151C
P15180	KRS1	YDR037W
P33322	CBF5	YLR175W
P40033	RSM18	YER050C
P40956	GTS1	YGL181W
Q03673	AIM34	YMR003W
Q12476	AIR2	YDL175C
Q8TGK0		YHR214C-E
P38555	YPT31	YER031C
P39552	MST28	YAR033W
P13259	PCT1	YGR202C
Q12321	MED1	YPR070W
P36086		YKL071W
Q08245	ZEO1	YOL109W
P00572	CDC8	YJR057W
Q04991	FMP42	YMR221C
Q08919	TRE1	YPL176C
Q05530		YDR286C
P0CE00	MPH3	YJR160C
P40025	PHM8	YER037W
P36083		YKL075C
Q08492	BUD21	YOR078W
P38633	SOH1	YGL127C
P42937	YCH1	YGR203W
P08468	PET111	YMR257C
P0CX44	RPL1A	YPL220W
P0CX43	RPL1A	YPL220W
Q12128	BAG7	YOR134W
P0CX93		YAR069C
P0CX92		YAR069C
A0A023PXB0		YAR019W-A
P36040	ADD66	YKL206C
P05453	SUP35	YDR172W
P53980		YNL011C
Q12486		YOR131C
P53115	INO80	YGL150C
P32612	PAU2	YEL049W
Q06057		YLR402W
Q04638	ITT1	YML068W
P36046	MIA40	YKL195W
P33760	PEX6	YNL329C
P36068	SHE2	YKL130C
P32047	MLF3	YNL074C
P0CZ17	ASP3-3	YLR158C
P0CX77	ASP3-3	YLR158C
P0CX79	ASP3-3	YLR158C
P0CX78	ASP3-3	YLR158C
Q12473	FRE6	YLL051C
P05755	RPS9B	YBR189W
P39953	YEA6	YEL006W
P35724	MNR2	YKL064W
P38171		YBL096C
P47013	LCB3	YJL134W
P48581	RAD17	YOR368W
P37262	SOL2	YCR073W-A
Q12285	MDY2	YOL111C
P32891	DLD1	YDL174C
P33296	UBC6	YER100W
P40885	HXT9	YJL219W
P80428	ARP4	YJL081C
P13188	GLN4	YOR168W
Q12056	ISU2	YOR226C
Q02767	VPS28	YPL065W
P47045	TIM54	YJL054W
P40328	YTA6	YPL074W
P39566		YAR070C
P38959	VPS41	YDR080W
P0CY08	MATALPHA2	YCR039C
P0CY09	MATALPHA2	YCR039C
P40097		YER181C
P36019	YPT53	YNL093W
P47169	MET5	YJR137C
Q04396	LPP1	YDR503C
P32457	CDC3	YLR314C
P32571	DOA4	YDR069C
P00817	IPP1	YBR011C
Q04477	SPC24	YMR117C
P53280	CAF130	YGR134W
P57743	LSM3	YLR438C-A
Q05788	PNP1	YLR209C
Q07949	PSR2	YLR019W
P53739	FPK1	YNR047W
P0CF19		YOL162W
P39518	FAA2	YER015W
P32347	HEM12	YDR047W
P43592	FAR7	YFR008W
P53256	RRP46	YGR095C
P14741	GCN3	YKR026C
P38990	SAK1	YER129W
Q12240		YDR215C
P32905	RPS0A	YGR214W
P36082	PSY1	YKL076C
P50110	SAM37	YMR060C
Q05583	CIA1	YDR267C
P39108	PEX7	YDR142C
Q12174		YLR123C
Q03088	SVL3	YPL032C
P22211	NPR1	YNL183C
P34230	PXA2	YKL188C
P14284	REV3	YPL167C
P41698	BUD8	YLR353W
Q9ZZX7		Q0032
P25344	STE50	YCL032W
Q02774	SHR3	YDL212W
Q05924	DCR2	YLR361C
P23724	PRE7	YBL041W
P40214	FDO1	YMR144W
P40326		YGR269W
P36015	YKT6	YKL196C
Q07843	IRC19	YLL033W
P38180		YBL081W
Q01926	MRS2	YOR334W
P53948		YNL057W
Q06628	ATG13	YPR185W
P47055	LOH1	YJL038C
P32475		YGR176W
Q04749	AVO2	YMR068W
P13134	KEX2	YNL238W
A0A023PYF7		YER172C-A
Q03787		YDR249C
P25808	SPB4	YFL002C
Q8TGK8		YPR160C-A
Q06010	STE23	YLR389C
P47115		YJR056C
P40359	PSF2	YJL072C
Q08645	MET7	YOR241W
P53053	COS12	YGL263W
P15365	DAL5	YJR152W
P07991	CAR2	YLR438W
Q05892	COQ11	YLR290C
Q08650	DGA1	YOR245C
Q03081	MET31	YPL038W
P40490		YIL100W
Q06151	DCS1	YLR270W
Q92328	MDM12	YOL009C
Q05777	NCW2	YLR194C
P33302	PDR5	YOR153W
P53237	LST7	YGR057C
Q02516	HAP5	YOR358W
P49089	ASN1	YPR145W
P11633	NHP6B	YBR089C-A
Q12529	SET6	YPL165C
Q12046	CWC2	YDL209C
P53160		YGL074C
P43548	AGP3	YFL055W
P0C5L3		YBR103C-A
P38361	PHO89	YBR296C
P0CX18		YHR214W
P0CX19		YHR214W
P23292	YCK2	YNL154C
P11353	HEM13	YDR044W
P39104	PIK1	YNL267W
P38875	GPI16	YHR188C
Q07084	SSK1	YLR006C
P47010	IRC9	YJL142C
Q08932	RSA1	YPL193W
P33412	ECT1	YGR007W
P32776	TFB1	YDR311W
P39543	SOP4	YJL192C
P36172	VBA5	YKR105C
P53309	YAP1802	YGR241C
Q12059	ULA1	YPL003W
Q8TGP9		YDL159C-B
Q8TGL1		YOR335W-A
P39975	RMD6	YEL072W
Q08543		YOR170W
P39520	IFH1	YLR223C
Q04925		YDR222W
P47082	AVT1	YJR001W
P14743	NMT1	YLR195C
P25629		YCR049C
P14064	HAP4	YKL109W
P39972		YEL075C
Q6Q560	ISD11	YER048W-A
P38742	NPR3	YHL023C
P38811	TRA1	YHR099W
P47147	YMR1	YJR110W
P43563	MOB2	YFL034C-B
P54787	VPS9	YML097C
Q08732	HRK1	YOR267C
Q08920	CBC2	YPL178W
P40034	JHD1	YER051W
Q8TGR7		YDR510C-A
P0C0W1	RPS22A	YJL190C
O13523		YDR401W
P25659	FUB1	YCR076C
P06839	RAD3	YER171W
P39684	PES4	YFR023W
P0CX99		YLL067W-A
P0CY00		YLL067W-A
P0CY01		YLL067W-A
P39001	UME6	YDR207C
Q12124	MED2	YDL005C
Q02608	MRPS16	YPL013C
Q06629	HDA2	YDR295C
Q01574	ACS1	YAL054C
P35207	SKI2	YLR398C
Q12043	TGL5	YOR081C
Q04203		YPR012W
Q03051		YDR543C
P53978	HEF3	YNL014W
Q06697	CDC73	YLR418C
Q00453	RGM1	YMR182C
P89105	CTR9	YOL145C
Q12221	PUF2	YPR042C
P32495	NHP2	YDL208W
P40051	ICP55	YER078C
P53275		YGR127W
P54862	HXT11	YOL156W
Q03559		YMR295C
P39709	SEO1	YAL067C
P53083	MDM34	YGL219C
P18414	ERD2	YBL040C
P36152	DRE2	YKR071C
Q12502	LDB19	YOR322C
P39956	RPH1	YER169W
Q03231		YMR181C
P53759	DUS1	YML080W
Q07921	TEN1	YLR010C
Q3E7A9	CMC4	YMR194C-B
Q06702	CDA1	YLR307W
P53168	DUO1	YGL061C
Q08215	PEX15	YOL044W
P12754	GCD2	YGR083C
P40210	SIP5	YMR140W
P38882	UTP9	YHR196W
Q02883	FMP30	YPL103C
P38290	UBS1	YBR165W
P38993	FET3	YMR058W
Q08438	VHS3	YOR054C
Q12402	YOP1	YPR028W
Q06485	ATG33	YLR356W
P38203	LSM2	YBL026W
Q6B0W0		YPR039W
P39109	YCF1	YDR135C
P43586	LOC1	YFR001W
P31755	OCH1	YGL038C
Q96VH5		YCL057C-A
Q08199	SIL1	YOL031C
Q04264	PDS5	YMR076C
O13585		YPR089W
Q06671	ATG23	YLR431C
Q3E735		YOR034C-A
P39715	ECM1	YAL059W
P38013	AHP1	YLR109W
Q08777	MCH5	YOR306C
P07261	GCR1	YPL075W
P46986		YJL182C
Q02256	YVH1	YIR026C
P36004	KKQ8	YKL168C
Q08723	RPN8	YOR261C
P43573	BUD27	YFL023W
Q02555	RNT1	YMR239C
Q07530		YDL114W
P53178	ALG13	YGL047W
P43575	PAU5	YFL020C
	RPL20A	YMR242C
P53312	LSC2	YGR244C
A0A023PXI0		YMR306C-A
Q05926	GRX8	YLR364W
P40005	GIM4	YEL003W
Q12019	MDN1	YLR106C
Q6B0R2		YMR193C-A
P16120	THR4	YCR053W
P53048	MAL11	YGR289C
P32802	EMP70	YLR083C
P25604	STP22	YCL008C
		YEL077W-A
P29496	MCM5	YLR274W
Q06689	INA1	YLR413W
Q06595		YPR196W
P32435	MF(ALPHA)2	YGL089C
Q3E742		YLR412C-A
Q04471		YMR114C
P40955	CHS6	YJL099W
Q03677	ADI1	YMR009W
P40975	PMP2	YEL017C-A
P53939	NIS1	YNL078W
P15731	UBC4	YBR082C
P05317	RPP0	YLR340W
P53104	ATG1	YGL180W
Q9ZZW7	BI3	Q0115
P25382	RSA4	YCR072C
Q04301	VBA1	YMR088C
P38352	SAF1	YBR280C
P38238	TRM7	YBR061C
P38915	SPT8	YLR055C
P34249		YKL102C
Q06568	NDL1	YLR254C
P47027	DPB11	YJL090C
Q03785	VHS1	YDR247W
P16892	FUS3	YBL016W
P40577	MND2	YIR025W
P40150	SSB2	YNL209W
Q04835		YMR253C
P38867		YHR177W
P25635	PWP2	YCR057C
Q04436		YMR103C
P10591	SSA1	YAL005C
P32598	GLC7	YER133W
Q08745	RPS10A	YOR293W
P36166	PXL1	YKR090W
P40586		YIR042C
O13583		YPR077C
Q9ZZV8		Q0297
P25573	MGR1	YCL044C
P38123	SWD3	YBR175W
P48235	ECL1	YGR146C
A0A023PZC7		YER152W-A
Q04838		YMR254C
P47044		YJL055W
P53116		YGL149W
Q12303	YPS3	YLR121C
P19658	EXO70	YJL085W
P38221	CDS1	YBR029C
P53066		YGL242C
P25566	MXR2	YCL033C
P53851	TEX1	YNL253W
P36025		YOR062C
P52492	UBC11	YOR339C
P53885	MDG1	YNL173C
P32448	ASF2	YDL197C
P34222	PTH2	YBL057C
P40039	FCY21	YER060W
P36130	CAF4	YKR036C
P36042		YKL202W
P00815	HIS4	YCL030C
Q04934	IVY1	YDR229W
P25593		YCL068C
Q02685	RMI1	YPL024W
P40101		YER186C
Q8TGK4		YBR298C-A
P03965	CPA2	YJR109C
P38127	RIM2	YBR192W
P00331	ADH2	YMR303C
P32565	RPN2	YIL075C
P53262	VOA1	YGR106C
P25373	GRX1	YCL035C
P53203	PEX31	YGR004W
P32769	HBS1	YKR084C
P22803	TRX2	YGR209C
Q03831		YDR095C
P00925	ENO2	YHR174W
P25333	SAT4	YCR008W
P28272	URA1	YKL216W
Q12753	HAA1	YPR008W
P08524	ERG20	YJL167W
P40103		YER188W
Q12346		YPR071W
P53616	SUN4	YNL066W
P54005	DIA1	YMR316W
P40351	ALG8	YOR067C
P53233	FMP48	YGR052W
P32616		YEL045C
Q07879	ATG10	YLL042C
	RPL20B	YOR312C
P48240	MTR3	YGR158C
P53202	CUL3	YGR003W
P35208	SPT10	YJL127C
P40994	ARF3	YOR094W
Q08922		YPL182C
P0CX13	COS2	YBR302C
P0CX12	COS2	YBR302C
P50109	PSP2	YML017W
P0CE99		YLR157W-D
Q3E7Y6	NBL1	YHR199C-A
P42839	VNX1	YNL321W
Q12178	FCY1	YPR062W
P20840	SAG1	YJR004C
Q05789	ATG38	YLR211C
Q00246	RHO4	YKR055W
P38334	TRS20	YBR254C
Q08278	MED7	YOL135C
Q12215	WSC3	YOL105C
P38768	PIH1	YHR034C
Q12071	VPS54	YDR027C
P0C5R1		YOR329W-A
Q08989		YPL277C
P53307		YGR219W
P53062	BRR6	YGL247W
P07269	PHO2	YDL106C
P38139	LDH1	YBR204C
Q03558	OYE2	YHR179W
P32569	SRB4	YER022W
P34087	RPB7	YDR404C
P18961	YPK2	YMR104C
P38318		YBR220C
P47057	SNX4	YJL036W
A0A023PXK2		YER148W-A
Q08601	MCA1	YOR197W
P53037	PSD2	YGR170W
P15202	CTA1	YDR256C
P32497	NIP1	YMR309C
P43537		YFL067W
P0CL30		YML133W-A
P0CL31		YML133W-A
P0CL27		YML133W-A
P0CL29		YML133W-A
P0CL28		YML133W-A
Q12366	NDJ1	YOL104C
P32474	EUG1	YDR518W
P38137	PCS60	YBR222C
P36034	COS9	YKL219W
Q06051		YLR400W
P47004		YJL150W
P16658	SEN2	YLR105C
P09368	PUT1	YLR142W
P53743	ESF2	YNR054C
Q12355	PST1	YDR055W
Q08726	GPN2	YOR262W
P25341	KIN82	YCR091W
P38356	BSD2	YBR290W
P40094	COG3	YER157W
P38288	TOS1	YBR162C
Q12318	PSY3	YLR376C
P0CX46	RPL2A	YFR031C-A
P0CX45	RPL2A	YFR031C-A
Q06163	EST2	YLR318W
Q07508	LUC7	YDL087C
P29056	BRF1	YGR246C
P21734	UBC1	YDR177W
Q8TGK7		YAL068W-A
Q03795		YMR155W
P43582	WWM1	YFL010C
P38291	POP7	YBR167C
P40308	TGL3	YMR313C
Q06493	YLH47	YPR125W
Q06504	NAT3	YPR131C
P23624	SPO13	YHR014W
P46995	SET2	YJL168C
P15646	NOP1	YDL014W
Q3E7X9	RPS28A	YOR167C
Q05543	RTT103	YDR289C
P53631	HXT17	YNR072W
P0CE90	PAU6	YNR076W
P0CE91	PAU6	YNR076W
A0A023PXN3		YIL068W-A
P06784	STE7	YDL159W
P35210	SPT23	YKL020C
Q06005	LIP2	YLR239C
P38066	RIB1	YBL033C
P85052	BUD25	YER014C-A
Q04431	KRE28	YDR532C
Q08118	IRC10	YOL015W
P40985	HUL4	YJR036C
P38324	SLX1	YBR228W
P53599	SSK2	YNR031C
P38862	ATG7	YHR171W
P53102	MND1	YGL183C
P0CX17		YEL076C-A
P0CX16		YEL076C-A
Q04372	TAP42	YMR028W
P16664	RGP1	YDR137W
P37292	SHM1	YBR263W
P46997	JJJ2	YJL162C
P32626	UTR4	YEL038W
Q12136	SAS10	YDL153C
P47144	ECM27	YJR106W
P06783	STE3	YKL178C
P33757	SPO23	YBR250W
Q08967	FLC1	YPL221W
P36010	YNK1	YKL067W
P53288		YGR160W
P61829	OLI1	Q0130
P38828	LSM12	YHR121W
P34245		YKL097C
P40347	LTP1	YPR073C
Q04172	SHE9	YDR393W
Q3E819		YCR108C
P53927	NOP15	YNL110C
P53859	CSL4	YNL232W
P47110	POL32	YJR043C
Q04399	GMC1	YDR506C
Q07648	DTD1	YDL219W
Q12412	PNS1	YOR161C
P22007	RAM1	YDL090C
P28320	YJU2	YKL095W
P0CX11	ERR1	YOR393W
P0CX10	ERR1	YOR393W
Q03792	RIM13	YMR154C
P08417	FUM1	YPL262W
Q08504		YOR105W
P23255	TAF2	YCR042C
P38824	COX23	YHR116W
P40517	YRB2	YIL063C
P36126	SPO14	YKR031C
Q3E764	TMA7	YLR262C-A
P21951	POL2	YNL262W
P41948	MEP2	YNL142W
Q12117	MRH1	YDR033W
Q8TGT7		YGR204C-A
P0CX46	RPL2B	YIL018W
P0CX45	RPL2B	YIL018W
P32859		YKL036C
P53225		YGR039W
P38804	RTC3	YHR087W
P38866	FMO1	YHR176W
P40540		YIL027C
P36164	TVP38	YKR088C
P53170	PKP2	YGL059W
Q07865		YLL037W
P38348	HSM3	YBR272C
P22139	RPB10	YOR210W
Q08842		YOR364W
Q99247	DUF1	YOL087C
P25443	RPS2	YGL123W
Q04489		YML096W
P26570	PPZ1	YML016C
P53145	LSG1	YGL099W
Q04233	GIS4	YML006C
Q03219		YMR178W
P39083	RGA1	YOR127W
P39730	FUN12	YAL035W
P14843	ARO3	YDR035W
P54786	ZDS2	YML109W
P18411	FUN14	YAL008W
P38864		YHR173C
P07253	CBP6	YBR120C
P0CX82	RPL19A	YBR084C-A
P0CX83	RPL19A	YBR084C-A
P33330	SER1	YOR184W
P36059	NNR2	YKL151C
P11972	SST2	YLR452C
P35169	TOR1	YJR066W
P40042	RRT13	YER066W
Q12487	MRPL23	YOR150W
Q08553	SYC1	YOR179C
P46669	RPA43	YOR340C
P53915	NRK1	YNL129W
Q04226	TAF11	YML015C
Q08818	MSC6	YOR354C
P40319		YLR372W
Q04338	VTI1	YMR197C
P34250	SEG2	YKL105C
P53260	GTF1	YGR102C
P38189		YBL062W
Q06683	IRC3	YDR332W
P49957	TRM9	YML014W
P38155	PAU24	YBR301W
P38246	ECM8	YBR076W
P41807	VMA13	YPR036W
P53719		YNR014W
P38630	RFC1	YOR217W
Q08750	MUM3	YOR298W
P40504	KTR7	YIL085C
Q12306	SMT3	YDR510W
P12687	MRP7	YNL005C
P17157	PHO85	YPL031C
P39967	UBP9	YER098W
P38312	ERV15	YBR210W
Q8TGM6	TAR1	YLR154W-C
P09064	SUI3	YPL237W
P53884		YNL174W
P22224	SEC15	YGL233W
P41940	PSA1	YDL055C
P38624	PRE3	YJL001W
P53161		YGL072C
P38748	ETP1	YHL010C
P13298	URA5	YML106W
P40355		YJR061W
P04786	TOP1	YOL006C
P53549	RPT4	YOR259C
Q03373	DIG2	YDR480W
Q99318		YOR318C
Q12096	GNT1	YOR320C
P40897	OPT1	YJL212C
P38692	KIC1	YHR102W
P36050		YKL169C
P53172	SDS23	YGL056C
P43123	QRI1	YDL103C
Q12129	NMD4	YLR363C
Q3E7B7		YDL085C-A
P32585	SRB5	YGR104C
P43550	DAK2	YFL053W
P38264	PHO88	YBR106W
P51998	YML6	YML025C
P16861	PFK1	YGR240C
P47064	APS3	YJL024C
P53311	MPC3	YGR243W
P0CH63	DDI3	YNL335W
P0CH64	DDI3	YNL335W
P32630	UTR5	YEL035C
P38212	RCR1	YBR005W
A0A023PXH6		YMR172C-A
P36060	MCR1	YKL150W
Q05787	HRD3	YLR207W
P54070	KTR6	YPL053C
P39692	MET10	YFR030W
Q06104		YPR109W
Q8TGQ7		YPR159C-A
P36525	MRPL24	YMR193W
Q99297	ODC2	YOR222W
P36523	MRPL15	YLR312W-A
P31386	ATS1	YAL020C
P47160	ENT3	YJR125C
P53330	RTT102	YGR275W
P53151		YGL088W
P21375	OSM1	YJR051W
P39111	VMA7	YGR020C
P53258	MDR1	YGR100W
P50273	ATP22	YDR350C
P38787	PAN5	YHR063C
P40040	THO1	YER063W
P33310	MDL1	YLR188W
P33312	RIB7	YBR153W
P28004	PRP45	YAL032C
P40079	LCP5	YER127W
Q07923	LOT6	YLR011W
P38090	AGP2	YBR132C
P54003	SUR7	YML052W
P25583	KAR4	YCL055W
Q08361	AAD15	YOL165C
Q02939	TFB2	YPL122C
P0CE98		YLR159W
P0CE96		YLR159W
P0CE97		YLR159W
P48415	SEC16	YPL085W
Q03629		YML079W
P39952	OXA1	YER154W
Q08054	CSI2	YOL007C
P22215	SLY41	YOR307C
P50085	PHB2	YGR231C
P39004	HXT7	YDR342C
P31378	NTG1	YAL015C
Q05451		YHR050W-A
